AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"ZARYANKO, Sergey Konstantinovich","(b. 1818, Lyady, d. 1871, Moscow)",The Fieldmarshals' Hall in the Winter Palace,1836,"Oil on canvas, 81 x 109 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zaryanko/interio1.html,painting,interior,Russian,1801-1850
"ZARYANKO, Sergey Konstantinovich","(b. 1818, Lyady, d. 1871, Moscow)",The Peter's Room in the Winter Palace,1837,"Oil on canvas, 86 x 110 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zaryanko/interio2.html,painting,interior,Russian,1801-1850
"ZARZA, Vasco de la","(d. 1524, Ávila)",Tomb of Don Alonso de Madrigal,1518,Marble,"Cathedral, Ávila",https://www.wga.hu/html/z/zarza/tomb.html,sculpture,religious,Spanish,1501-1550
"ZARZA, Vasco de la","(d. 1524, Ávila)",Tomb of Don Alonso de Madrigal (detail),1518,Marble,"Cathedral, Ávila",https://www.wga.hu/html/z/zarza/tomb_d.html,sculpture,religious,Spanish,1501-1550
"ZARZA, Vasco de la","(d. 1524, Ávila)",Tomb of Don Alonso de Madrigal (detail),1518,Marble,"Cathedral, Ávila",https://www.wga.hu/html/z/zarza/tomb_d1.html,sculpture,religious,Spanish,1501-1550
"ZAUNER, Franz Anton","(b. 1746, Untervalpatann, d. 1822, Wien)",Fries Funeral Monument,1788-90,Marble,"Castle Garden, Vöslau",https://www.wga.hu/html/z/zauner/funeral.html,sculpture,religious,German,1751-1800
"ZAUNER, Franz Anton","(b. 1746, Untervalpatann, d. 1822, Wien)",Genius Bornii,c. 1785,"Plaster, graphitiyed, height 79 cm","Österreichische Galerie Belvedere, Vienna",https://www.wga.hu/html/z/zauner/genius.html,sculpture,religious,German,1751-1800
"ZAUNER, Franz Anton","(b. 1746, Untervalpatann, d. 1822, Wien)",Equestrian statue of the Emperor Joseph II,1795-1806,Bronze,"Josephplatz, Vienna",https://www.wga.hu/html/z/zauner/joseph2.html,sculpture,portrait,German,1751-1800
"ZAUNER, Franz Anton","(b. 1746, Untervalpatann, d. 1822, Wien)",Equestrian statue of the Emperor Joseph II,1795-1806,Bronze,"Josephplatz, Vienna",https://www.wga.hu/html/z/zauner/joseph2x.html,sculpture,portrait,German,1751-1800
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),View of the Tomb Chapel of Queen Theodolinda,1430-47,Fresco,"Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/01monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 1),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/02monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 2),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/03monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 10),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/04monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 11),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/05monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),"Theodolinda Cycle (scene No. 11, detail)",1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/06monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 13),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/07monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scenes No. 14-15),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/08monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 21),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/09monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 24),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/10monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 30),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/11monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scenes No. 31-32),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/12monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),"Theodolinda Cycle (scene No. 31, detail)",1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/13monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),"Theodolinda Cycle (scene No. 32, detail)",1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/14monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 34),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/15monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),Theodolinda Cycle (scene No. 42),1430-47,Fresco,"Tomb Chapel of Queen Theodolinda, Cathedral, Monza",https://www.wga.hu/html/z/zavattar/monza/16monza.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),St John in Prayer,-,"Tempera on panel, 22 x 20 cm",Private collection,https://www.wga.hu/html/z/zavattar/panels/st_john.html,painting,religious,Italian,1401-1450
"ZAVATTARI, Franceschino",(active 1414-1453 in Milan),St Luke with the Cross and the Gospel,-,"Tempera on panel, 22 x 20 cm",Private collection,https://www.wga.hu/html/z/zavattar/panels/st_luke.html,painting,religious,Italian,1401-1450
"ZEEUW, Cornelis de",(active 1558-1569 in Antwerp),Portrait of the De Moucheron Family,1563,"Oil on panel, 108 x 247 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/z/zeeuw/p_family.html,painting,portrait,Flemish,1551-1600
"ZEEUW, Cornelis de",(active 1558-1569 in Antwerp),Portrait of a Young Man,1563,"Oil on panel, 43 x 33 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/z/zeeuw/portrai1.html,painting,portrait,Flemish,1551-1600
"ZEEUW, Cornelis de",(active 1558-1569 in Antwerp),Portrait of an Unknown Young Man,1565,"Oil on panel, 26 x 21 cm","Bristol Museum and Art Gallery, Bristol",https://www.wga.hu/html/z/zeeuw/portrai2.html,painting,portrait,Flemish,1551-1600
"ZEEUW, Cornelis de",(active 1558-1569 in Antwerp),Portrait of an Unknown Gentleman,1565,"Oil on canvas, 113 x 81 cm","Oxford College Anon II, University of Oxford",https://www.wga.hu/html/z/zeeuw/portrai3.html,painting,portrait,Flemish,1551-1600
"ZEILLER, Jakob Johann","(b. 1708, Reutte, d. 1783, Reutte)",Ceiling fresco,1757-64,Fresco,"Benedictine Abbey, Ottobeuren",https://www.wga.hu/html/z/zeiller/ottobeur.html,painting,religious,German,1751-1800
"ZEINER, Lukas","(b. 1450, Zürich, d. 1519, Zürich)",Arms of Hugo von Hohenlandenberg,c. 1500,Stained glass window,"Victoria and Albert Museum, London",https://www.wga.hu/html/z/zeiner/arms1.html,stained-glass,other,Swiss,1451-1500
"ZEINER, Lukas","(b. 1450, Zürich, d. 1519, Zürich)",Arms of the Swiss Canton of Uri,c. 1500,Stained glass window,"Schweizerisches Landesmuseum, Zurich",https://www.wga.hu/html/z/zeiner/arms2.html,stained-glass,other,Swiss,1451-1500
"ZEITBLOM, Bartholome","(b. ca. 1457, Nördlingen, d. ca. 1520, Ulm)",Double Portrait of an Engaged Couple,1490s,"Oil on panel, 45 x 55 cm",Private collection,https://www.wga.hu/html/z/zeitblom/doublep.html,painting,portrait,German,1451-1500
"ZEITBLOM, Bartholome","(b. ca. 1457, Nördlingen, d. ca. 1520, Ulm)",Double Portrait of an Engaged Couple (detail),1490s,Oil on panel,Private collection,https://www.wga.hu/html/z/zeitblom/doublep1.html,painting,portrait,German,1451-1500
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",View of the central hall,1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/1centra1.html,painting,interior,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Episode from the Life of Alexander the Great,1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/1centra2.html,painting,historical,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Episode from the Life of Alexander the Great,1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/1centra3.html,painting,historical,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Girolamo Godi,1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/1centra4.html,painting,portrait,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Hercules at the Crossroads,1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/1centra5.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of the Arts (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/2arts1.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of the Arts (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/2arts2.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of the Arts (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/2arts3.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of the Arts (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/2arts4.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of the Arts (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/2arts5.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",View of the Hall of Olympus,1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/3olympu1.html,painting,interior,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of Olympus (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/3olympu2.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of Olympus (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/3olympu3.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of Olympus (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/3olympu4.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",View of the Hall of the Muses,1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/4muses1.html,painting,interior,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Frescoes in the Hall of the Muses (detail),1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/4muses2.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Wall decoration in the central hall,1561-65,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",https://www.wga.hu/html/z/zelotti/1/vil_godi.html,painting,historical,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Wall in the Central Hall,1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/1cent1.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Wall in the Central Hall,1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/1cent2.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Wall in the Central Hall (detail),1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/1cent4.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Wall in the Central Hall (detail),1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/1cent5.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Decoration in the Hall of the Arts (detail),1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/2arts1.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Decoration in the Hall of the Arts (detail),1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/2arts2.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",View of the Hall of Venus,1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/3venus.html,painting,interior,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Decoration in rooms of grotesques (detail),1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/4grot1.html,painting,other,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Decoration in rooms of grotesques (detail),1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/4grot2.html,painting,other,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Vault of the vestibule,1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/5vestib.html,painting,other,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",View of the Room of Scipio,1565-70,Fresco,"Villa Caldogno, Caldogno",https://www.wga.hu/html/z/zelotti/3/caldogn1.html,painting,interior,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",View of the Room of Sofonisba,1565-70,Fresco,"Villa Caldogno, Caldogno",https://www.wga.hu/html/z/zelotti/3/caldogn2.html,painting,interior,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Room of Sofonisba (detail),1565-70,Fresco,"Villa Caldogno, Caldogno",https://www.wga.hu/html/z/zelotti/3/caldogn3.html,painting,other,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Dead Christ,-,Oil on canvas,"Basilica dei Santi Giovanni e Paolo, Venice",https://www.wga.hu/html/z/zelotti/3/deadchri.html,painting,religious,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. ca. 1526, Verona, d. 1578, Mantova)",Mystic Marriage of S Catherine,1547,"Oil on canvas, 84 x 100 cm","National Museum of Western Art, Tokyo",https://www.wga.hu/html/z/zelotti/3/mystic_m.html,painting,religious,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)","Time, the Virtues, and Envy Freed by Evil",c. 1553,Oil on canvas,"Palazzo Ducale, Venice",https://www.wga.hu/html/z/zelotti/3/timevirt.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Venice Seated upon the Globe and upon a Lion,1553-64,Oil on canvas,"Palazzo Ducale, Venice",https://www.wga.hu/html/z/zelotti/3/venicese.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Giovanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Venus between Mars and Neptune,1555,Oil on canvas,"Palazzo Ducale, Venice",https://www.wga.hu/html/z/zelotti/3/venus_mn.html,painting,mythological,Italian,1551-1600
"ZELOTTI, Givanni Battista","(b. 1526, Verona, d. 1578, Mantova)",Wall in the Central Hall,1564-66,Fresco,"Villa Emo Capodilista, Fanzolo di Vedelago",https://www.wga.hu/html/z/zelotti/2/1cent3.html,painting,mythological,Italian,1551-1600
"ZENALE, Bernardo","(b. 1464, Treviglio, d. 1526, Milano)",St Stephen,1502-07,"Panel, 98 x 29 cm","Museo Poldi Pezzoli, Milan",https://www.wga.hu/html/z/zenale/cantu1.html,painting,religious,Italian,1501-1550
"ZENALE, Bernardo","(b. 1464, Treviglio, d. 1526, Milano)",St Anthony of Padua,1502-07,"Panel, 98 x 31 cm","Museo Poldi Pezzoli, Milan",https://www.wga.hu/html/z/zenale/cantu2.html,painting,religious,Italian,1501-1550
"ZENALE, Bernardo","(b. 1464, Treviglio, d. 1526, Milano)",Nativity,-,"Oil on panel, 43 x 38 cm",Private collection,https://www.wga.hu/html/z/zenale/nativity.html,painting,religious,Italian,1501-1550
"ZENALE, Bernardo","(b. 1464, Treviglio, d. 1526, Milano)",Madonna and Child with Saints,c. 1510,"Oil and tempera on panel, 180 x 123 cm","Art Museum, Denver",https://www.wga.hu/html/z/zenale/virgin_c.html,painting,religious,Italian,1501-1550
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Lifeboat,1847,"Oil on canvas, 135 x 190 cm","Magyar Nemzeti Galéria, Budapest",https://www.wga.hu/html/z/zichy/01lifebo.html,painting,genre,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",The Triumph of the Genius of Destruction,1878,"Oil on canvas, 447 x 550 cm","Magyar Nemzeti Galéria, Budapest",https://www.wga.hu/html/z/zichy/02triump.html,painting,mythological,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Falling Stars,1879,"Oil on canvas, 400 x 200 cm","Zichy Museum, Zala",https://www.wga.hu/html/z/zichy/03fallin.html,painting,mythological,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Coronation of Alexander II,1857,"Watercolour, gouache and white on cardboard, 527 x 700 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zichy/10corona.html,graphics,historical,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Ball in Honour of Alexander II,1864,"Watercolour, white and gouache, 475 x 615 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zichy/11ball.html,graphics,historical,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Ante-Room in the Imperial Palace at Tsarskoye Selo,1865,"Watercolour, 516 x 352 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zichy/12antero.html,graphics,interior,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Falstaff with a Tankard of Wine and a Pipe,1873,"Watercolour and white, 304 x 248 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zichy/13falsta.html,graphics,other,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Young Lady,-,"Watercolour on paper, 325 x 235 mm",Private collection,https://www.wga.hu/html/z/zichy/14lady.html,graphics,portrait,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Dream,-,"Watercolour on paper, 325 x 235 mm",Private collection,https://www.wga.hu/html/z/zichy/15dream.html,graphics,mythological,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Hamlet,-,"Pencil, tempera on paper, 310 x 360 mm",Private collection,https://www.wga.hu/html/z/zichy/20hamlet.html,graphics,other,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",The Kiss,-,"Ink and gouache, 555 x 425 mm",Private collection,https://www.wga.hu/html/z/zichy/20kiss.html,graphics,genre,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Artist's Love,1861,"Charcoal and white on grey paper, 726 x 513 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/z/zichy/21artist.html,graphics,other,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Drinking-song,1874,"Walnut mordant on paper, 220 x 355 mm",Private collection,https://www.wga.hu/html/z/zichy/22drinki.html,graphics,other,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Demon,1878,"Black and white chalk, 865 x 575 mm","Magyar Nemzeti Galéria, Budapest",https://www.wga.hu/html/z/zichy/23demon.html,graphics,mythological,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Illustration to Imre Madách's The Tragedy of Man: In the Heaven (Scene 1),1887,"Charcoal drawing, 100 x 70 cm","Magyar Nemzeti Galéria, Budapest",https://www.wga.hu/html/z/zichy/30madach.html,graphics,other,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Illustration to Imre Madách's The Tragedy of Man: In the Paradise (Scene 2),1887,"Charcoal drawing, 100 x 70 cm","Magyar Nemzeti Galéria, Budapest",https://www.wga.hu/html/z/zichy/31madach.html,graphics,other,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Illustration to Imre Madách's The Tragedy of Man: In Athens (Scene 5),1887,"Charcoal drawing, 100 x 70 cm","Magyar Nemzeti Galéria, Budapest",https://www.wga.hu/html/z/zichy/32madach.html,graphics,other,Hungarian,1851-1900
"ZICHY, Mihály","(b. 1827, Zala, d. 1906, St. Petersburg)",Illustration to Imre Madách's The Tragedy of Man: Outside the Paradise (Scene 15),1887,"Charcoal drawing, 100 x 70 cm","Magyar Nemzeti Galéria, Budapest",https://www.wga.hu/html/z/zichy/33madach.html,graphics,other,Hungarian,1851-1900
"ZICK, Januarius","(b. 1730, München, d. 1797, Ehrenbreitstein)",Ceiling decoration,1782-83,Fresco,"Church of Sts. Peter and Paul, Oberelchingen",https://www.wga.hu/html/z/zick/son/ceiling1.html,painting,religious,German,1751-1800
"ZICK, Januarius","(b. 1730, München, d. 1797, Ehrenbreitstein)",Ceiling decoration,1782-83,Fresco,"Church of Sts. Peter and Paul, Oberelchingen",https://www.wga.hu/html/z/zick/son/ceiling2.html,painting,religious,German,1751-1800
"ZICK, Januarius","(b. 1730, München, d. 1797, Ehrenbreitstein)",Ceiling fresco,1745,Fresco,"Parish church, Bad Schussenried (Baden-Württemberg)",https://www.wga.hu/html/z/zick/son/ceiling3.html,painting,religious,German,1751-1800
"ZICK, Januarius","(b. 1730, München, d. 1797, Ehrenbreitstein)",Endymion and Selene,1770s,"Oil on canvas, 44 x 35 cm","Österreichische Galerie Belvedere, Vienna",https://www.wga.hu/html/z/zick/son/endymion.html,painting,mythological,German,1751-1800
"ZICK, Januarius","(b. 1730, München, d. 1797, Ehrenbreitstein)",Portrait of Franz Ludwig von Fichtel,c. 1750,Oil on canvas,"Mainfränkisches Museum, Würzburg",https://www.wga.hu/html/z/zick/son/portrait.html,painting,portrait,German,1751-1800
"ZICK, Januarius","(b. 1730, München, d. 1797, Ehrenbreitstein)",Self-portrait,c. 1755,Oil on canvas,Private collection,https://www.wga.hu/html/z/zick/son/selfport.html,painting,portrait,German,1751-1800
"ZICK, Januarius","(b. 1730, München, d. 1797, Ehrenbreitstein)",Commode à vantaux,1775-79,"Oak, pine, walnut, mahogany and other woods; marble; gilt bronze; iron, steel, and brass, 90 x 136 x 69 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/z/zick/son/vantaux.html,furniture,other,German,1751-1800
"ZICK, Johann","(b. 1702, Lachen, d. 1762, Würzburg)",Christ and the Samaritan Woman at the Well,1754,"Oil on canvas, 90 x 70 cm","Christian Museum, Esztergom",https://www.wga.hu/html/z/zick/father/samarita.html,painting,religious,German,1701-1750
"ZIEBLAND, Georg Friedrich","(b. 1800, Regensburg, d. 1873, München)",Exterior view,1835-50,Photo,"St. Bonifatius church, Munich",https://www.wga.hu/html/z/ziebland/bonifati.html,architecture,other,German,1801-1850
"ZIEBLAND, Georg Friedrich","(b. 1800, Regensburg, d. 1873, München)",Exhibition building,1838-45,Photo,"Königsplatz, Munich",https://www.wga.hu/html/z/ziebland/konigspl.html,architecture,other,German,1801-1850
"ZIEGLER, Johann","(b. 1749, Meiningen, d. 1812, Wien)",English landscape garden,c. 1802,Coloured engraving,"Liechtenstein Museum, Vienna",https://www.wga.hu/html/z/ziegler/garden.html,graphics,landscape,German,1751-1800
"ZIEM, Félix","(b. 1821, Beaune, d. 1911, Paris)","Riva degli Schiavoni, Venice",-,"Oil on canvas, 83 x 114 cm",Private collection,https://www.wga.hu/html/z/ziem/ziem1.html,painting,landscape,French,1851-1900
